Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_1_A50414_RD1_1_10360.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_2_A50418_RD5_1_10374.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_3_A50422_RD9_1_10382.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_4_A50426_RD13_1_10390.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_5_A50430_RD17_1_10398.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_1_A50417_RD4_1_10372.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_2_A50421_RD8_1_10380.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_3_A50425_RD12_1_10388.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_4_A50429_RD16_1_10396.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_5_A50433_RD20_1_10404.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_1_A50415_RD2_1_10368.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_2_A50419_RD6_1_10376.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_3_A50423_RD10_1_10384.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_4_A50427_RD14_1_10392.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_5_A50431_RD18_1_10400.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_1_A50416_RD3_1_10370.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_2_A50420_RD7_1_10378.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_3_A50424_RD11_1_10386.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_4_A50428_RD15_1_10394.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_5_A50432_RD19_1_10402.d
Q9UJK0	TSR3_HUMAN	TSR3		20714.2	19573.3	19572.3	18369.8	15399	27521.8	24693	18624	16987.8	19525.4	14717.4	24214.9	22751.5	32497.9	11201.4	27329.4	24629.9	16305.3	12799.3	19918.5
Q9UJQ1	LAMP5_HUMAN	LAMP5		53694.7	91496.8	90675.4	66450.8	58233.8	80496	58387	64167.2	66412.6	67620	85755.4	54931.7	45268.7	41190.9	73043.9	51197.8	83476.2	94945.3	123023	89298.9
Q9UJS0	S2513_HUMAN	SLC25A13		173425	175068	168319	175117	172157	213830	207293	197179	187759	199540	194294	198400	208115	211190	175767	248043	227213	260068	238176	228204
Q9UJT0	TBE_HUMAN	TUBE1		18269.5	20709.8	16929.5	15623.5	13448.9	30727	36109.5	26867.5	36816.4	37856.7	17626.4	16512.4	15617.2	16353.8	16697	39231.1	27237	35735.3	22568.4	22191
Q9UJT1	TBD_HUMAN	TUBD1		16184.4	13966	10886.5	15640.1	8301.75	12985.4	15669.7	11423	18698.2	12840.6	11161.8	7689.7	7815.14	12216.5	8307.76		12952.2	9626.66		11820.9
Q9UJU6	DBNL_HUMAN	DBNL		928193	919211	1.06742e+06	1.06292e+06	1.04766e+06	977964	984503	894105	992647	1.00686e+06	910087	993672	1.17885e+06	955925	1.02794e+06	919326	789264	758863	750940	750896
Q9UJV9	DDX41_HUMAN	DDX41		110623	107694	104550	106153	99533.4	135241	116854	102847	107227	123964	104547	110482	106828	104244	100922	108105	125496	137028	136927	125274
Q9UJW0	DCTN4_HUMAN	DCTN4		64901.3	65100.4	72547	68206.5	69723.4	80502.2	77024.1	61106.6	66823.8	75372.1	66435.3	70132.5	69048	72322.3	68391.5	52871.2	70808.5	58755.6	45714.4	50153
Q9UJW8	ZN180_HUMAN	ZNF180		3038.18	8309.02	9247.06	6580.6	5267.02	7981.5	5491.52	7357.06	7591.18	7530.19	7674.84	5267.43	7097.52	5575.54	7386.61	4937.48		10946.8	5882.97	7012.99
Q9UJX2	CDC23_HUMAN	CDC23		114747	117100	109931	88125.6	94027.7	101403	112361	109068	114177	102790	140526	86690.4	91094.6	94613.2	104214	98500	130612	141218	104895	94483.7
Q9UJX3	APC7_HUMAN	ANAPC7		118244	101311	97845	88463.3	93252.1	107609	94038.3	94024.4	86922.5	84855.2	107175	90356.5	94796.6	88964.4	93939.1	84689.7	112835	113844	96857.9	97957.1
Q9UJX4	APC5_HUMAN	ANAPC5		86082.1	100187	100820	87209.9	91010.8	74223.1	94609	89639.9	105606	89932.7	98010.2	86709.9	81739.1	61254.1	92186.5	68661.5	96989.1	99004.7	81307	87881.1
Q9UJX5	APC4_HUMAN	ANAPC4		139148	147365	144608	143412	149562	128789	137749	140230	142104	141407	151253	137620	125039	121358	148566	124211	135146	150981	130928	145100
Q9UJX6	ANC2_HUMAN	ANAPC2		55771.6	56072.4	60163.6	59684.2	61927.2	48125	53618.9	60634.2	49217.5	49919.1	63247.3	54069.3	50359.3	31630.3	57550.8	32708.4	52455.2	55249.7	48590.7	59894.6
Q9UJY4	GGA2_HUMAN	GGA2		111835	110555	111863	123444	116113	94580.1	105056	100247	109620	102550	82195.2	103070	111668	105027	93901.4	75622.6	84713.7	76694	87357.7	77016.4
Q9UJY5	GGA1_HUMAN	GGA1		79285.1	95536.3	84662.5	77938.8	76720.1	82916.4	83764.5	72253.9	96432.7	92818.2	55690.6	94180.1	85495.3	89281.3	90623	71911.1	78760.9	65532	65640.9	66761.1
Q9UJZ1	STML2_HUMAN	STOML2		415606	378088	444259	469064	520038	298186	428183	530681	434481	404884	373935	484180	476219	430020	462401	477055	426934	565427	446036	561392
Q9UK10	ZN225_HUMAN	ZNF225			79487.8	113417		128528		113366	130423			102459				107889		90576.9			96482
Q9UK23	NAGPA_HUMAN	NAGPA		20670.7	18505.1	15477.6	15918.2	13788.8	18523.7	19722.1	17587	23135	22933.9	15493.8	11208.7	12367.5	9751.93	14365.6	17050.6	19270.3	15622.4	26739.2	16825.5
Q9UK39	NOCT_HUMAN	NOCT		38892.9	37795.1	35874.4	42792.9	41130.1	49030.7	35186.9	45491.7	42125	40482	44389.8	44195.7	29444.3	30547.4	35046.6	45608.7	46562.5	33860.6	26888.7	39768.2
Q9UK41	VPS28_HUMAN	VPS28		58599.4	37501.9	61909.3	50950.9	52439.2	65149.3	54667.8	57201.6	62875.7	65536.5	45624.8	55385.2	68455.6	65361.2	58084.8	48188.2	64252.4	58365.2	37285	59612.1
Q9UK45	LSM7_HUMAN	LSM7		87115.2	46176.3	58769.1	83712	75075.7	219968	99528.7	79400.9	81765.3	105971		66449	78527.9	143108	80980.2	136468	206618	156979	76447.5	77484.3
Q9UK53	ING1_HUMAN	ING1		10282.3	6957.25	8902.31	7950.83	10493.3	6033.29	7115.11	10195.3	8564.88	11345.2	6787.68	9147.43	6110.31	5391.51	8637.29	6480.23	8263.49	8763.95	14678.9	11686.1
Q9UK58	CCNL1_HUMAN	CCNL1		41419.9	64036.8	54041.4	61883.7	56353.7	33229.3	46578.6	60351	56932.1	45495.7	52195.2	50022	48690.4	59661.9	65812.1	37069.1	58074	72379.9	47460.2	49492.2
Q9UK59	DBR1_HUMAN	DBR1		113972	141919	140552	108259	115124	128064	125779	129268	127024	127273	142117	111638	115293	95797.9	130879	106096	102377	110292	88192.4	87662.8
Q9UK61	TASOR_HUMAN	TASOR		93293.1	94601.8	95625.5	97331	105174	90959.9	91438.2	95143.7	90208.6	90484.2	102587	95129.6	92125.5	89645.2	89996.6	90555.2	96803.3	94213.3	98442.2	115822
Q9UK73	FEM1B_HUMAN	FEM1B		45267.8	30804.7	24652.6	24172.8	35059	37336.1	30080.1	33609.9	24273.6	20945.6	71334	27089.2	35873.2	22590.6	42181.3	24181.3	29882.1	25277.2	25805.7	17293.4
Q9UK76	JUPI1_HUMAN	JPT1		64279	32179.9	33670.2	44971.2	42575.4	107158	59129.6	44347.6	62070.4	51653.2	54087.1	37791.8	46261.4	45396.7	47122.2	82396.9	46223	30267.7	143572	65075.1
Q9UK97	FBX9_HUMAN	FBXO9		63104.6	67987.9	42725.8	52502.5	32755.6	60017.1	56980.8	36050	49606.6	46631.9	33376.7	51473.5	51345.2	23310.5	50544.7	40612.7	48792.5	48645.1	40970.3	41899.9
Q9UK99	FBX3_HUMAN	FBXO3		93258.9	103375	114302	116244	72544.4	132645	116385	111878	99415.1	116917	95146.6	116772	121152	94452.8	83452.7	122534	86590.6	112697	98204.9	102690
Q9UKA2	FBXL4_HUMAN	FBXL4		17238.1	11276.6	15167.2	16599.8		17896.7	17408	18468.7	13299.7	15098.5	18077.3	14963.2	17559.9	19047.3	9404.25	21728.1	25311.3	20034.9	14915.5	21719.2
Q9UKA4	AKA11_HUMAN	AKAP11		16571.3	22203.8	18698.4	16784.9	18543.2	12214.1	20101.1	12997.4	20260.2	16397.5	20389.6	20016.4	20310.6	22309.4	20901.5	15761.2	18804.5	15829.1	23929.7	13334.8
Q9UKA8	RCAN3_HUMAN	RCAN3					26546	22550.9		18184.5	15896.1	18921.9	11223	23524.3	7875.85			19764.7			9134.68		11184.9
Q9UKA9	PTBP2_HUMAN	PTBP2		165663	132673	136977	208013	170066		152398	174979	87040.5	179490	149452	149406	232934	245022	97996.7	254393		162749	501150	245401
Q9UKB1	FBW1B_HUMAN	FBXW11		60690.4	42252.7	53571.8	65590.8	61788.9	63129.9	59177.1	57941.9	49285.1	56501.7	56071.4	69711.8	69725	58379.1	56714.9	58600.1	56260.7	62096.1	48798	64764.8
Q9UKB3	DJC12_HUMAN	DNAJC12						20637.4			22169.6			39815.9			22245.6						
Q9UKD1	GMEB2_HUMAN	GMEB2		39708.3	39896.8	32228.5	30734.9	37457.4	55127.1	35946.5	34405.9	37707.7	36758	43351.5	39820.5	35492.7	43133.5	38138.5	43776.7	45885.6	38128.1	38696.1	40795.9
Q9UKD2	MRT4_HUMAN	MRTO4		460074	407109	415500	491877	441895	411364	372214	417846	353378	352357	450030	439038	400568	336702	378887	354455	363293	322600	330544	400487
Q9UKE5	TNIK_HUMAN	TNIK		22629.6	17836.8	13300.3	13248.8	14467.8	9608	18273.9	11274	19507.2	10920.3	12445.3	13203.7	17561.9	10827.3	14163.5	10005.1	11875.7	8530.72		7445.26
Q9UKF6	CPSF3_HUMAN	CPSF3		413711	339371	397449	370938	327969	300607	364858	353490	346775	361560	342550	342742	388095	276297	350790	284582	377521	482665	363721	322389
Q9UKF7	PITC1_HUMAN	PITPNC1		10198.7	12334.1	12009.2	15760.4	18675.9	5083.21	13136.8	21050.1	15311.7	14519.2	12043.5	13546.6	12454.3		16913.8	11640.4	13937.5	15128.3	7555.96	13007.2
Q9UKG1	DP13A_HUMAN	APPL1		234742	274036	295752	274308	282206	276219	275710	256598	257881	259032	283969	263050	277711	226006	279842	215057	226119	212546	187480	196426
Q9UKG9	OCTC_HUMAN	CROT		8602.32	10618.2	8002.73	7638.97	13325.9	8946.25	11981.2	10959.6	8360.51	11304.7	10544.5	10427.4	9095.3	13876.1	9902.45	15775.3	14220	12405.4	14724	10625.7
Q9UKI2	BORG2_HUMAN	CDC42EP3		15181.6	13945.7	17642	15194.5	23080.9		8774.42	14100.7		21951	10647.7	16943.4	19024.7	18684.6	22193.5				17365.1	
Q9UKI8	TLK1_HUMAN	TLK1		18243.8	16203.3	16704.5	19655.3	22481.2	18984.1	23448.8	18311.2	25677.1	24520.5	21975.8	25521.8	18737.7	17979.6	18520.5	19818.4	28846	28705.3	28994.3	21999.2
Q9UKJ3	GPTC8_HUMAN	GPATCH8		37727.5	35517.9	36773.8	42156.8	38021.2	36158.1	32690.9	35071.7	36916.1	33678.9	38371.5	43609	34353.1	35872.3	32349.2	42305.6	41225.8	47173	46309.4	43149.5
Q9UKK3	PARP4_HUMAN	PARP4		51591.4	58293.3	55109.2	59678.2	58790.6	45828.9	42500.1	48049.7	48911.7	43613.5	49518.5	51431.6	49241.4	48869.4	54214.8	34346.5	37318.6	36526.1	37265.9	41039.5
Q9UKK6	NXT1_HUMAN	NXT1		23394.2	47450.6	41905.1	32035.4	27166.6	12759	39488.7	33171.1	38818	31202.2	45488.1	34377.2	34125.1	18247.5	45365.3		9117.94	25969.8	10212.5	28981.9
Q9UKK9	NUDT5_HUMAN	NUDT5		164935	197716	205944	235589	235663	263225	227945	244127	232791	232814	164300	214746	210832	194854	185450	180835	157098	128795	139775	179772
Q9UKL0	RCOR1_HUMAN	RCOR1		191904	210593	220413	245740	217864	216737	224033	223834	205364	213689	215247	214602	224958	228824	204515	192676	215716	236944	209571	214668
Q9UKL3	C8AP2_HUMAN	CASP8AP2		42132.8	29302.1	21083.6	28971	23765.1	23119.2	28089.6	22971.3	23614.6	25628.7	36852.5	28163.7	27013.3	32809.1	25208.2	43594.5	33731.9	32767.9	29678.8	25423
Q9UKL6	PPCT_HUMAN	PCTP		69056.7	53319.1	66301.5	48046.1	55588.2	57823.6	74169.5	45318.7	65436.8	70748.7	47946.4	63223.2	57737	59251.2	57703.6	53914.8	45579.5	44476.3	36127.4	44285.7
Q9UKM7	MA1B1_HUMAN	MAN1B1		163488	139003	136558	148803	172018	100144	118223	144037	124938	119544	141864	163536	153826	115058	142929	110731	122398	138472	149575	180835
Q9UKM9	RALY_HUMAN	RALY		751007	504730	618313	926142	695482	1.07565e+06	879215	637889	654083	971396	462055	640943	959140	962005	592056	746421	1.03112e+06	973744	1.23049e+06	1.10985e+06
Q9UKN8	TF3C4_HUMAN	GTF3C4		75148.3	71022.4	71495.1	69656.7	70327.2	88504.1	80278	68904	81488	77913	70056.9	67757.9	67466.4	74147	73204.6	85612.7	84935.7	91368.9	85955.4	87248.4
Q9UKR5	ERG28_HUMAN	ERG28		62352.7	106461	82339.8	91218.1	130639	111606	114534	123927	96021.6	76588	100187	92327.7	97489.2	98130.3	112393	91366.7	153107	146925	231516	108763
Q9UKS6	PACN3_HUMAN	PACSIN3		20873.6	76020.2	57543.7	27494.5	28101.4	26992.5	63174.2	21369.5	23129.2	29501.3	24909.5	94349.3	55468.4	85202.3	18884.9	5345.67	22830.6	22369.9	12098.8	9017.52
Q9UKT4	FBX5_HUMAN	FBXO5		60490.3	42290.1	45491.3	54301.1	46561	49863.3	33239.7	44028.6	38362.9	33236.2	46640.8	43804.1	56473.6	31498.8	38843.9	54121.8	52705.2	29451.8	26799.5	16734.7
Q9UKT5	FBX4_HUMAN	FBXO4		93883.1	90762.6	88746.1	85883.4	78014.2	108672	104694	86384.2	81267.2	75666.5	71476.7	104580	94592.5	109569	60174.8	100506	91041.9	68215	66472.6	62481.2
Q9UKT7	FBXL3_HUMAN	FBXL3		10145.5	11215.1	11835.8	11064	17163.7	8788.05	9632.65	13562.8	13167.2	12687.1	12047.9	9687.14	11753.3	11131.6	10630.7	12949.1	10031	16199.5	17856.8	9680.37
Q9UKT8	FBXW2_HUMAN	FBXW2		12099.1	15031.3	12264.3	13941.5	13552.9	6323.62	16151.5	13525.3	14986.2	11273.6	14021.4	12904.6	11843.8		14898.5		14758.9	12224.7	11055.1	11291.9
Q9UKU6	TRHDE_HUMAN	TRHDE		55878	50127.1	51015.9	53508.9	53780.6	45390.9	42085.7	46503.1	39931.9	39838.4	56331.8	54403	53634.8	45378.3	51832.1	45649	54109.2	63132.9	56317.9	54118.6
Q9UKU7	ACAD8_HUMAN	ACAD8		25498.7	35497.8	28705.5	30237.9	29153.4	45136.6	33847.3	21439.1	33729.4	25305.9	36188.4	24626.9	31790	29210.4	31616.7	54276.3	43321.4	38869.6	53627.4	35849.6
Q9UKV0	HDAC9_HUMAN	HDAC9		39629.7	41644.4	45272.8	28549.7	36086.4	24936.4	32223	26864.6	34032.7	31342.1	46001	37128.6	38841.8	40928.9	40992.1	34327.8	32526	29706.8	29015.8	22781.4
Q9UKV3	ACINU_HUMAN	ACIN1		297903	353884	338774	333336	372414	353056	312275	317695	311285	323580	305384	326812	304031	288111	317946	284038	320340	328510	403850	378819
Q9UKV5	AMFR_HUMAN	AMFR		33000.3	33891.6	35165.9	28946.7	31444.9	31410.6	32070.2	31052.7	34314.6	30726.3	35945.8	32542.7	31653.4	34236.7	29826.4	42828.6	31019.1	37692.6	32278.8	28602.9
Q9UKV8	AGO2_HUMAN	AGO2		237077	235914	239012	254033	249268	215008	248159	249355	248266	228812	255979	265734	253870	243373	253577	182220	211459	230161	159152	203273
Q9UKW4	VAV3_HUMAN	VAV3		99722.7	119460	113024	101169	112287	96511.6	112031	101751	111095	110598	109553	105671	100192	96157.2	113824	96057.8	102195	92656.6	84793.8	86602
Q9UKX7	NUP50_HUMAN	NUP50		238109	147909	193970	220890	225360	240201	188855	217749	176347	199519	169037	196236	194746	208761	199155	189333	162516	136364	177287	201096
Q9UKY1	ZHX1_HUMAN	ZHX1		39638.3	49491.5	41926.5	43601.5	47369.6	38091.6	43437	42222.2	50662.2	42777	40036.1	44479.7	39920.4	40810.7	43795.9	49642.8	45971.1	56618.9	47526.7	42830.6
Q9UKY3	CES1P_HUMAN	CES1P1		1.68222e+06	1.1866e+06	995604			1.30091e+06	1.08564e+06		896876	1.01421e+06		1.85554e+06	1.50902e+06	697143	2.86372e+06	1.39873e+06	1.56041e+06	1.5123e+06	2.03037e+06	
Q9UKY7	CDV3_HUMAN	CDV3		416683	339158	361003	363329	430131	291274	385333	313389	467889	374143	289990	436205	352470	326491	328000	248206	416512	329881	361858	258230
Q9UKZ1	CNO11_HUMAN	CNOT11		43656.6	66804.4	67221.6	45918.7	74441.2	78222.3	60630.8	46676	73070.2	75932.4	73752.7	53039.9	69652.2	81479.5	68860.4	67758.7	77132.7	54521.1	73185.8	41018.5
Q9UL03	INT6_HUMAN	INTS6		86272.8	92623.6	75596.2	70283.3	85234.2	79634.7	80594.1	88207.6	73476.6	80536.7	86702.2	89821.5	87155.8	80350.6	113392	111206	116747	105357	105931	101175
Q9UL15	BAG5_HUMAN	BAG5		70950.1	63194.6	57570.2	70465.9	73856.4	57570.2	54917.8	78874.9	49109.5	51288	69039.3	80970.9	66545.1	61306.8	53123.1	49634.3	53608.6	54263.5	47465.2	66084
Q9UL18	AGO1_HUMAN	AGO1		102816	111708	111089	168751	211337	95156	80700.4	161207	80881.7	69596.6	89344.9	201746	96735	83406.6	157136	99757.6	71164.6	58085.9	48247.2	68339.9
Q9UL25	RAB21_HUMAN	RAB21		271423	251980	266472	306817	304076	351987	329317	259658	273905	295541	209606	315064	353686	323115	259624	332870	357409	285066	292691	324858
Q9UL26	RB22A_HUMAN	RAB22A		82260.2	93846.4	81334.5	67722.5	79985.1	72594.9	76357.5	86456.6	81719.9	84777.7	82054.8	92619	67638	72897	77675.6	71658	65470.5	73697.2	86191.5	67159
Q9UL33	TPC2L_HUMAN	TRAPPC2L		41435.3	30564.9	30983.8	42340.8	36532.7	29747.5	29993.2	37397.3	36119.6	34701.3	37499.6	49376	40237.6	16043.4	30418.4	28544.8	28527.8	31142	41942.8	34233.4
Q9UL36	ZN236_HUMAN	ZNF236					12060		11611.9	18553.6								25320.7					
Q9UL40	ZN346_HUMAN	ZNF346		81951.3	74611.1	77164.1	80098.5	80128	75773	82155.2	77905.8	71915.9	72945.8	63435.6	80581.9	77480	74226.1	70452.2	66419.6	77448.5	59112.2	79606.8	89678.6
Q9UL46	PSME2_HUMAN	PSME2		2.10913e+06	2.49757e+06	2.7386e+06	1.94201e+06	2.36285e+06	2.3281e+06	2.60405e+06	2.20373e+06	2.48556e+06	2.37978e+06	2.97165e+06	2.06839e+06	2.36234e+06	2.41447e+06	2.40881e+06	2.71017e+06	1.79809e+06	1.82464e+06	1.63361e+06	1.85168e+06
Q9UL54	TAOK2_HUMAN	TAOK2		36100	28543.5	28931.9	25143.3	28131.6	29272.7	31055.8	32448.2	26596.4	28365.8	31092	34011.2	29278.6	29489.6	25650.4	32427.7	29663.4	30442.3	32904	25582
Q9UL59	ZN214_HUMAN	ZNF214		28965.3	10261	18437.4	17264.5	17907.8		20889.8	16544.5	17309		13942.9	19580.5	14809.4			20200.5	12907.5		27020.6	23079.5
Q9UL63	MKLN1_HUMAN	MKLN1		34633.4	32852	34479.4	39648.9	38112.4	32210.3	30917.9	33622	33225.7	32941.3	33792.7	39195	35944.6	34803.3	34923.6	29719.4	23847.1	25073	28007.4	33081.7
Q9ULA0	DNPEP_HUMAN	DNPEP		148931	174891	169497	175170	201346	127072	123092	185231	155500	151010	173686	165652	148176	106843	166353	122362	93979.5	117040	85313.3	131249
Q9ULC3	RAB23_HUMAN	RAB23		47934.6	64522.5	65408.1	57021.4	71734.3	63600.6	55544	69115.1	65224.3	56716.3	53470.3	72729.4	55618	61351.5	56070.7	72915.1	55083.1	46199.7	58362.7	67083.5
Q9ULC4	MCTS1_HUMAN	MCTS1		363217	348555	316843	332114	347334	376284	288179	310336	376720	318581	345990	325197	301541	391058	355364	274177	264172	233088	228562	366645
Q9ULC5	ACSL5_HUMAN	ACSL5		79471	73716.3	73353.8	68635.1	72080.3	96493.3	92226.8	75298.2	83366.4	84499.6	71527.3	73655.6	69812.8	94985.6	71933.2	105539	108253	100252	91097.9	85788.8
Q9ULD4	BRPF3_HUMAN	BRPF3		103081	120972	114841	97058.1	148008	78186.4	97513.3	140315	102579	62982.3	139747	97206.3	125928	119963	147507	33973.2	120645	109521	92629.4	123634
Q9ULE6	PALD_HUMAN	PALD1		18990.9	21510.7	22880.1	24263.4	22853.4	25754.1	19475.8	20606	20201.8	20827.2	20111.8	22672.2	18146.2	23106.5	19601.5	16791.8	16685.3	16844.5	17944.8	15780.7
Q9ULF5	S39AA_HUMAN	SLC39A10		36577.4	29270.6	32613.4	35355.3	47367.5	38371.1	31870.8	37172.3	31483.5	35415	31982.3	32927.4	35331.4	30127.3	38019.9	40132	30712.6	35018.8	33117.1	36278.4
Q9ULG1	INO80_HUMAN	INO80		27450.6	27128.2	24552.8	22778.9	24151.5	20581.4	23084	24523.7	26625.9	26156	26261.8	28100.8	18860.4	27205.5	25427.5	29971.9	30432.6	36769.6	27478.8	31409.3
Q9ULG6	CCPG1_HUMAN	CCPG1		44492.7	42581.4	39670.1	33844.4	34008.3	43549.5	46488.5	36113.4	45615.4	45914.8	44123.1	35812.3	33603	36694.7	40808.4	62726.5	53468.6	50268.2	67174.9	50417.3
Q9ULH0	KDIS_HUMAN	KIDINS220		68335.3	56474.4	57229.9	53817.6	61386.2	59484.4	52681.7	56096	53493.9	53188.5	60379.3	51511.2	47344.7	48291.9	52705	76173.9	57962.1	62548.2	60472.1	60897.9
Q9ULH1	ASAP1_HUMAN	ASAP1		77425.3	65172.5	70832.9	83621.6	69486.6	77340.4	62688.9	71473.6	57916.5	60994.5	67459.2	79877.8	73685.1	71269.9	67821.4	56087.1	57908.8	50674.8	53843.8	62368.5
Q9ULH7	MRTFB_HUMAN	MRTFB		24207.9	32530.3	24591.6	22158.8	18691.4	29627.1	28303.2	21383	22376.4	24334	21268.2	27370	18001.5	29029.4	20472.9	28737.2	22698.6	15142.4	18106.3	18399.2
Q9ULI0	ATD2B_HUMAN	ATAD2B		44283.8	43160.8	37375.8	36906.9	37984.7	40403.2	38290.9	39160.6	39682.7	39408.5	43332.5	46886.9	34958.4	40321.1	40249.7	45167.6	58437.9	58766.5	57087.7	50556.1
Q9ULJ3	ZBT21_HUMAN	ZBTB21		24353.8	26817.2	23350.7	18295.5	24740	23594	20133.6	38922.7	23683.5	17181.4	26979.1	22603.7	21608.6	21242.6	26335.1	26903.6	26371.4	22814.9	18923	19236.1
Q9ULJ6	ZMIZ1_HUMAN	ZMIZ1		154508	91670	96806.5	158915	98761.2	139034	152737	88374.1	99403.4	110424	105555	171629	164125	135085	123149	131746	153600	99373.1	71372.7	97544.2
Q9ULJ7	ANR50_HUMAN	ANKRD50		45909.7	51773.9	47316.2	38878	37878.4	39052.6	44864.5	39752.9	51477.3	43984.7	57256.2	40313.8	33412.5	35924.5	45452.7	52853.3	44458.1	35949.7	25988.9	28527.9
Q9ULK2	AT7L1_HUMAN	ATXN7L1		23363	11078.4	12777.4	16450.6	17810.8	31483.4	26990.8	16587.8		12966.1	14956.4	22911.6	17478.6	28946.7	12601.9	32433	37097.2	26325.1	25611.4	24254.6
Q9ULK4	MED23_HUMAN	MED23		63890.9	65512.2	69107	74489.4	70712.2	73079.2	73523.4	76528.5	74222.9	68484.3	68379.8	67879.1	69391.9	77150.4	79321.3	66106.5	78732.4	94867.6	79727.3	85285.2
Q9ULL5	PRR12_HUMAN	PRR12		33241.9	33478.8	33572.1	31084.3	30732.6	34500.3	30589.4	32087.6	34182.1	29539	37361.6	34331	30579.8	32255	32898.4	40616.5	31929.1	24931	43362.2	34539
Q9ULM3	YETS2_HUMAN	YEATS2		68384.4	55561.6	51361.7	53018.6	48332.4	54675.6	55849.5	49696.7	55493.4	54815.2	51696.2	56505.6	55599.9	35074.5	58173.3	75570.3	54685	63111.1	80091.1	61933.7
Q9ULM6	CNOT6_HUMAN	CNOT6		10270.5	11941.1	10656.5	15984.8	11631.7	10981.5	10386.6	12173.6	11949.4	14804.6	18915.4	13185.7	12417		13274.3	13170.7	11139.5	12904.3	7126.63	10813.6
Q9ULP9	TBC24_HUMAN	TBC1D24		50025.9	50765.2	50314.8	49578.3	46147.2	47002.1	52737.2	40464.5	52322.3	43607.1	57958.2	46689.6	49402.7	36058.2	51021.9	45254.8	49489.4	43034.8	39370.5	40453.5
Q9ULQ1	TPC1_HUMAN	TPCN1		47887.7	66767.8	63478.6	52612.8	50927.9	52911.7	52614.3	52563.3	46047.9	59651.7	68393.5	67752.3	43570.5	52749.3	60327.5	57850.3	78441.5	73419.4	49913.6	58334.6
Q9ULR0	ISY1_HUMAN	ISY1		100865	99433.1	108085	76080	83039	134135	136951	84999.5	145584	142149	96232.6	68068.6	80514.7	137847	104330	127452	156615	138290	200024	123979
Q9ULR3	PPM1H_HUMAN	PPM1H		11256.8	19248.7	14965.7	22325.1	15569.1	24209.3	21131	7032.09	17284.5	17356	12681.5	26092.2	22131.5	19903.6	13583.6	26345.7	14375.3	8547.2	14472	19855.9
Q9ULT0	TTC7A_HUMAN	TTC7A		134849	79299.6	77057.6	145088	122318	124457	83635.8	59299.7	82743.9	80296.4	96225.1	87550	101217	75996.6	74574.9	88463.7	103693	125048	130305	118242
Q9ULT8	HECD1_HUMAN	HECTD1		46767.3	50524.8	49887.8	52635.4	49990	59179.1	49857.3	45534.1	53313.6	50046	45105.6	47208.7	45931.7	51851.4	44766.1	47218	43699	43057	39591.7	48372.9
Q9ULU4	ZMYD8_HUMAN	ZMYND8		56644.3	54014.9	51215.7	52389	58378.3	51323.8	55682.3	58722.1	59302.7	59554	52473	52784.9	53645.3	57616.8	56214.2	52062.4	54991.3	61004.2	67083.8	57701.4
Q9ULV3	CIZ1_HUMAN	CIZ1		96107.9	61985.8	66950.7	88669	80699	70123.8	59382.7	61563.4	62932.6	62577.2	75294.3	62406.2	77786.5	58713	66295.8	46850.8	67530.2	64227.4	59782	67499.4
Q9ULV4	COR1C_HUMAN	CORO1C		652000	630568	628416	648006	579998	560536	780348	568912	701425	663218	569936	642939	687004	596052	620149	526746	629913	539026	445278	465053
